,,,,,,,,50%,60%,70%,80%,90%,100%
52347606,Chalukya,Nicholas K,"The question doesn't mention the user entering *EXIT*. Also, System.exit(0) will terminate the whole JVM, which means that all processing done by the code till that statement will be lost.","['exit(0)', 'System.exit(0)']",3,1,3,"[(3, ['System.exit(0)', 'exit(0)'])]","[(3, ['exit(0)', 'System.exit(0)'])]","[(3, ['exit(0)', 'System.exit(0)'])]","[(3, ['exit(0)', 'System.exit(0)'])]","[(3, ['System.exit(0)', 'exit(0)'])]","[(3, ['System.exit(0)', 'exit(0)'])]"
52347606,Chalukya,Parth,Did you mean break? Because as said by @NicholasK System.exit(0),"['exit(0)', 'System.exit(0)']",3,1,3,"[(3, ['System.exit(0)', 'exit(0)'])]","[(3, ['exit(0)', 'System.exit(0)'])]","[(3, ['exit(0)', 'System.exit(0)'])]","[(3, ['exit(0)', 'System.exit(0)'])]","[(3, ['System.exit(0)', 'exit(0)'])]","[(3, ['System.exit(0)', 'exit(0)'])]"
52347606,Chalukya,Chalukya,Yes break would help based on input condition (number of inputs = 20). I agree with @NicholasK.,['inputs = 20'],,,,,,,,,
52347606,Chalukya,Raj,"Rightly said by @NicholasK. In my question there is nowhere mention to use ""EXIT"" to terminate the input.",,,,,,,,,,
52609908,Raymond,Vlad Bibire,"I understand your point of view, however, you have no input in your form. What I'd like to achieve is something like 'this.props.history.push('/search/' + inputValue)'. I've also update my request with the Router.js file so it will be more explicit","[""'this.props.history.push('/search/' + inputValue)"", ""'d like to achieve is something like '"", 'inputValue', ""push('/search/' + inputValue)""]",3,1,3,"[(3, [""'this.props.history.push('/search/' + inputValue)"", ""push('/search/' + inputValue)""])]","[(3, [""'this.props.history.push('/search/' + inputValue)"", ""push('/search/' + inputValue)""])]","[(3, [""'this.props.history.push('/search/' + inputValue)"", ""push('/search/' + inputValue)""])]","[(3, [""'this.props.history.push('/search/' + inputValue)""])]",,
52609908,Raymond,Raymond,"I edited it, I am trying to help you without a computer handy. I think I got the idea. Then you would just add the input, and replace the query parameter to the url endpoint. I figured you understand the part.",,,,,,,,,,
52609908,Raymond,Vlad Bibire,Please re-read the request one more time so it will be more clear. Your form must have an <input type=text /> and the value entered there should appear in a link like '/search/inputValue'.. hope it's easier now,"['type=text /', 'inputValue']",5,1,5,"[(5, ['type=text /'])]","[(5, ['type=text /'])]","[(5, ['type=text /'])]",,,
52609908,Raymond,Raymond,"I edited it again. You bind the value up top in my example, and while onChange you are constantly updating the state. Then you had the right idea in the link to have it read the state for the current searched string. I understand what your trying to do now, tell me if it works.",['onChange'],,,,,,,,,
52609908,Raymond,Vlad Bibire,"Damn, I appreciate the effort you put into this.. but the problem is just with that stat for showing the first value to be an empty string and then the second one being the one I need.",,10,0,,,,,,,
52609908,Raymond,Raymond,"It works now, use my code exactly. I tested it.",,,,,,,,,,
52609908,Raymond,Vlad Bibire,You are a God! Thank you so much for this. Works exactly as I wanted,,,,,,,,,,
52609908,Raymond,Raymond,"No problem, I know how it is. Idk if there is a way for me to follow you or you let me know if you have any questions but I'll keep an eye out. I am editing my post to explain exactly what I did, and how there is a better way to do it. Good luck, and no problem.",,,,,,,,,,
52609908,Raymond,Vlad Bibire,"Sure it is, @vladbbr on Twitter. I will post there a final GIF with the app working and also making an Youtube video about this so, trust me, you did a lot more good than you expected. Many thanks again",,,,,,,,,,
52609908,Raymond,amir hosein ahmadi,"@Raymond sorry i didn't saw your answer , i removed mine :)",,,,,,,,,,
52609908,Raymond,Raymond,"No worries Amir, good work though.",,,,,,,,,,
52736206,jezrael,jezrael,"@i1100362 - oops, edited.",,,,,,,,,,
52736206,jezrael,jezrael,"Not sure if understand, `df1['g'] = df1.groupby('ordercode').cumcount()
df2['g'] = df2.groupby('ordercode').cumcount()` code create new columns `g` in both DataFrames. So it should working.","['DataFrames', ""'ordercode'"", ""groupby('ordercode').cumcount()"", ""df1.groupby('ordercode').cumcount()"", ""'g'"", ""df2.groupby('ordercode').cumcount()"", 'g', 'code create new columns']",,,,,,,,,
52736206,jezrael,jezrael,I alos add `.reset_index(drop=True)` now for avoid duplicates index values.,"['.reset_index(drop=True)', 'drop=True', 'reset_index(drop=True)']",,,,,,,,,
52736206,jezrael,i1100362,It works. Thanks a lot,,,,,,,,,,
52736206,jezrael,jezrael,@i1100362 - Super,,,,,,,,,,
53243923,john doe,Christian Sloper,the min function is better than sorting? so if you want to use built in functions go with min(list),['min(list)'],2,1,2,"[(2, ['min(list)'])]","[(2, ['min(list)'])]","[(2, ['min(list)'])]","[(2, ['min(list)'])]","[(2, ['min(list)'])]","[(2, ['min(list)'])]"
53243923,john doe,Christian Sloper,"sorting is O(n log n) , min function is O(n)","['O(n log n) , min function is O(n)']",2,0,,,,,,,
53559269,KunLun,tupac shakur,yeah I did not understand how to locate the element to make it visible. of course I have several things to understand: 1. how to locate the element to make it visible? 2. how to select the first option when start typing the name and select the first occurrence of the auto complete suggestion?,,,,,,,,,,
53559269,KunLun,tupac shakur,"OK , I tried things out and finally understood how to do it.
that was a good site to sharpen selenium webdriver skills!",,,,,,,,,,
53559269,KunLun,tupac shakur,"What I do try to do is after I finish my search for flights I want to be able to store all the search results into a list by using 'driver.findelements(By.xpath(""<STRING>"")'
How can I do it? 
@KunLun","['findelements(By.xpath(""<STRING>"")', '\'driver.findelements(By.xpath(""<STRING>"")', '<STRING>']",3,1,3,"[(3, ['\'driver.findelements(By.xpath(""<STRING>"")', 'findelements(By.xpath(""<STRING>"")'])]",,,,,
53559269,KunLun,KunLun,"@tupacshakur look at my new edit. If something is unclear and you want to talk about, you can leave a message on chat from link and I will answer when I can(just check it regularly). https://chat.stackoverflow.com/rooms/184544/room-for-kunlun-and-tupac-shakur",['can(just check it regularly)'],,,,,,,,,
53574609,Yogen Rai,Viola,"thank you, but it still doesn't work, what should I change in my Angular part to combine Dto model with my frontend? Erlier I use just Customer class.",,3,0,,,,,,,
53574609,Yogen Rai,Chirdeep Tomar,You can not pass two arguments into a controller. Get rid of List<TicketDto> ticketDtos from the method postCustomer and construct the body from angular as the DTO,"['List<TicketDto>', 'postCustomer', 'TicketDto', 'ticketDtos', '<TicketDto>']",3,1,3,"[(3, ['ticketDtos', 'TicketDto', 'postCustomer', '<TicketDto>', 'List<TicketDto>'])]","[(3, ['List<TicketDto>', 'postCustomer', 'TicketDto', 'ticketDtos', '<TicketDto>'])]","[(3, ['ticketDtos', '<TicketDto>', 'TicketDto', 'List<TicketDto>'])]","[(3, ['List<TicketDto>', '<TicketDto>', 'TicketDto', 'ticketDtos'])]","[(3, ['<TicketDto>', 'List<TicketDto>', 'ticketDtos', 'TicketDto'])]","[(3, ['TicketDto', 'ticketDtos', 'List<TicketDto>', '<TicketDto>'])]"
53574609,Yogen Rai,Yogen Rai,@ChirdeepTomar thank you so much man! I really lost my mind there! :),,,,,,,,,,
53574609,Yogen Rai,Yogen Rai,"@Viola please have look into this again, i have updated the answer! until and you pass correct dto from angular app, it should be fine! if you can't figure it out, post me your request body!",,,,,,,,,,
53574609,Yogen Rai,Viola,"@YogenRai it work's only if I commented the part with `List<Ticket> tickets` in `CustomerServiceImpl`. So only `name` is saved, because saving `List<Ticket>` doesn't work for me. Here is my new question with Angular: https://stackoverflow.com/questions/53575487/how-to-combine-two-request-bodies-in-angular","['CustomerService', 'name', 'CustomerServiceImpl', 'List<Ticket>', 'List<Ticket> tickets', '<Ticket>']",,,,,,,,,
53574609,Yogen Rai,Yogen Rai,@Viola you request body is not correct!! Your body should have username and list of ticketDtos!,['ticketDtos'],,,,,,,,,
53574609,Yogen Rai,Viola,@YogenRai can you please answer in my new question? thank you in advance :),,,,,,,,,,
53879119,Yosvel Quintero,user2864740,"Easy to introduce subtle issues that'll be found later (outside of a restricted set of input): `['A Tale of Two Cities', 'Harry Potter and the smth', 'One Fish, Two Fish, Red Fish, Blue Fish']`","[""['A Tale of Two Cities', 'Harry Potter and the smth', 'One Fish, Two Fish, Red Fish, Blue Fish']"", ""'Harry Potter and the smth'"", ""'A Tale of Two Cities'""]",4,1,4,"[(4, [""'A Tale of Two Cities'""])]","[(4, [""'A Tale of Two Cities'""])]","[(4, [""'A Tale of Two Cities'""])]","[(4, [""'A Tale of Two Cities'""])]","[(4, [""'A Tale of Two Cities'""])]","[(4, [""'A Tale of Two Cities'""])]"
53879119,Yosvel Quintero,Yosvel Quintero,"@user2864740 Good comment, thanks",,,,,,,,,,
53879119,Yosvel Quintero,Yosvel Quintero,@user2864740 I have updated my answer for that type of `input` data..,['input'],,,,,,,,,
53879119,Yosvel Quintero,Merc,"I like this solution a lot. However, if input only has ONE value = 'VALUE', it returns 'and VALUE'","[""'VALUE'"", ""'and VALUE'"", 'value =']",7,1,7,,,,,,
53879119,Yosvel Quintero,Yosvel Quintero,"You are right @Merc, I have added validation..",,,,,,,,,,
54301780,DYZ,Megh,Im getting an empty string as output,,2,0,,,,,,,
54301780,DYZ,DYZ,"I copied the string from your example. If you are getting a different output, then either your `output` is not a string or you do not present it properly in the question.",['output'],,,,,,,,,
54301780,DYZ,Megh,if I give print(type(output)) it is returning class<'str'>,"['print(type(output))', ""'str'""]",3,1,3,"[(3, [""'str'""])]",,,,,
54301780,DYZ,DYZ,Then your true `output` must be different from the `output` in the question. Please check carefully.,['output'],,,,,,,,,
54301780,DYZ,Megh,I can convert the output to json. Will that help?,,3,0,,,,,,,
54301780,DYZ,DYZ,"It will surely help a lot, as I suggested in the answer.",,,,,,,,,,
54301780,DYZ,Megh,Thanks for guiding me. I have added my json data in question,,3,0,,,,,,,
54301780,DYZ,DYZ,See the updated answer.,,,,,,,,,,
54301780,DYZ,Megh,if you don't mind can you please explain what re.M and re.I mean?,"['re.I', 're.M']",4,1,4,,,,,,
54301780,DYZ,DYZ,re.I means ignore character case. re.M means go multiline.,"['re.I', 're.M']",,,,,,,,,
54301780,DYZ,Megh,"can u explain this as well ""\n\s*([a-z]+)\s+"" ? Im new to python so sorry for bothering you.",,4,1,4,,,,,,
54301780,DYZ,DYZ,See the updated answer.,,,,,,,,,,
54301780,DYZ,Megh,"This is not exactly related to this question but a similar doubt. How to extract name if it appeared after ""Student:""? For Example after every new line it showed Student:Ana...... Student:Deb...... Student:Grey",,2,1,2,,,,,,
54301780,DYZ,DYZ,You may want to ask another question.,,,,,,,,,,
54444184,Brian Driscoll,dWinder,"Should it be `$stmt->bind_param(""ss"", $email, $inactiveState);` ? (notice the ""ss"")","['$stmt->bind_param(""ss"", $email, $inactiveState);', 'bind_param(""ss"", $email, $inactiveState);` ? (notice the ""ss"")', '$email,', 'inactiveState', '$inactiveState);', '$stmt->bind_param(""ss"",']",2,1,2,"[(2, ['bind_param(""ss"", $email, $inactiveState);` ? (notice the ""ss"")', '$stmt->bind_param(""ss"", $email, $inactiveState);', '$inactiveState);', '$stmt->bind_param(""ss"",'])]","[(2, ['$stmt->bind_param(""ss"", $email, $inactiveState);', 'bind_param(""ss"", $email, $inactiveState);` ? (notice the ""ss"")', '$stmt->bind_param(""ss"",'])]","[(2, ['bind_param(""ss"", $email, $inactiveState);` ? (notice the ""ss"")', '$stmt->bind_param(""ss"",', '$stmt->bind_param(""ss"", $email, $inactiveState);'])]","[(2, ['$stmt->bind_param(""ss"", $email, $inactiveState);', '$stmt->bind_param(""ss"",'])]","[(2, ['$stmt->bind_param(""ss"", $email, $inactiveState);', '$stmt->bind_param(""ss"",'])]","[(2, ['$stmt->bind_param(""ss"",'])]"
54444184,Brian Driscoll,Brian Driscoll,@dWinder good catch.,,,,,,,,,,
54444184,Brian Driscoll,tadman,PDO has a flexible non-bound `execute()` method which makes this a lot easier. You can pass in an ordinary `array`.,"['execute()', 'array']",3,1,3,,,,,,
54547101,Jay,Manthan Jamdagni,"The first argument of the defaultdict should be callable or None right?
Also when I try defaultdict with nested dict it still gives me KeyError

`from collections import defaultdict
data = {}

dic = defaultdict(None, data)
dic['something']['new'] = 'hello'`


`KeyError: 'something'`","[""'something'"", ""KeyError: 'something'"", ""'new'"", ""'hello'"", 'defaultdict(None, data)', 'data = {}', 'KeyError', 'dic = defaultdict']",,,,"[(2, ['dic = defaultdict', 'data = {}', ""KeyError: 'something'"", ""'new'"", ""'something'"", 'defaultdict(None, data)'])]","[(2, [""'something'"", ""KeyError: 'something'"", 'defaultdict(None, data)', 'dic = defaultdict'])]","[(2, ['dic = defaultdict', 'defaultdict(None, data)', ""'something'""])]","[(2, ['dic = defaultdict', ""'something'""])]","[(2, [""'something'""])]","[(2, [""'something'""])]"
54547101,Jay,Jay,"@ManthanJamdagni, Please check my updated answer. It doesn't thrown an error for nested dicts. Use it the way I have done.",,,,,,,,,,
54547101,Jay,Manthan Jamdagni,"Hi @Jay, probably I did not phrase the question very clearly, but I had a dict already which I had to turn into a defaultdict to achieve what I was looking for. So for me the code would be - `data1 = defaultdict(dict, data) `. Thanks anyway.","['data1 = defaultdict', 'defaultdict(dict, data)', 'data1 = defaultdict(dict, data)']",3,1,3,"[(3, ['data1 = defaultdict(dict, data)', 'data1 = defaultdict', 'defaultdict(dict, data)'])]","[(3, ['data1 = defaultdict', 'defaultdict(dict, data)', 'data1 = defaultdict(dict, data)'])]","[(3, ['data1 = defaultdict(dict, data)', 'data1 = defaultdict', 'defaultdict(dict, data)'])]","[(3, ['data1 = defaultdict(dict, data)', 'defaultdict(dict, data)', 'data1 = defaultdict'])]","[(3, ['data1 = defaultdict', 'defaultdict(dict, data)'])]",
54547101,Jay,Jay,"@ManthanJamdagni, Sorry, I misunderstood. You are right. Your code would be data1 = defaultdict(dict, data). I have also updated my answer.","['data1 = defaultdict', 'defaultdict(dict, data)']",,,,,,,,,
54574479,Peter,GeorgeP,"Thank you for your answer. It seems to me that your code adds data to session after the submit button has been clicked. However, my question is how to store the data in session before POST since a logged out user does not see the submit button.",,2,0,,,,,,,
54574479,Peter,Peter,"Ahh.. I understand. Well, you're not going to be able to do that in PHP without posting the form. What you're looking for is Javascript.",,,,,,,,,,
54574479,Peter,Peter,"@GeorgeP Take a look at my edited answer. I am not sure if Facebook supports this method, but it's worth a try. This way you'll get best of both sides.",,,,,,,,,,
54574479,Peter,GeorgeP,"I see your point. I might try that. But, I would be prefer a way to save data in session almost instantly or as user types, using JavaScript. Again, thank you for your time.",['JavaScript'],,,,,,,,,
